7.993105649948120117e-01,2.765798941254615784e-03,1.060224894899874926e-04,1.792917319107800722e-04,7.683053263463079929e-05,6.218020189407980070e-06,3.982946276664733887e-03,8.629105053842067719e-03,7.486552817681513261e-07,1.365245698252692819e-04,2.846808929461985826e-04,1.816688030958175659e-01,3.554398717824369669e-04,1.430880638508824632e-05,7.723256130702793598e-04,6.877367268316447735e-04,2.089436520691378973e-06,9.733834303915500641e-04,4.708265259978361428e-05
9.814049601554870605e-01,1.287159160710871220e-03,2.297308965353295207e-04,1.430729898856952786e-04,3.044557757675647736e-03,2.127991933775774669e-07,3.941656614188104868e-04,9.065048652701079845e-05,4.038985821352980565e-07,9.933124238159507513e-05,1.119241700507700443e-03,2.125939587131142616e-03,8.060887921601533890e-06,5.731036420911550522e-03,6.600651249755173922e-05,1.683616392256226391e-05,1.034925458952784538e-03,3.194071352481842041e-03,9.576869160810019821e-06
9.250825643539428711e-01,6.725857965648174286e-03,2.256117004435509443e-04,2.366163244005292654e-04,2.019521634792909026e-04,7.352940883720293641e-05,3.963428316637873650e-04,4.299654066562652588e-02,7.125820957298856229e-06,2.619883453007787466e-04,1.797545934095978737e-03,8.426117128692567348e-04,4.167472943663597107e-04,1.647559547564014792e-04,1.530568231828510761e-03,5.039032548666000366e-03,6.359735834848834202e-06,1.224908325821161270e-02,1.744949840940535069e-03
1.088525727391242981e-01,1.721877157688140869e-01,1.764434762299060822e-02,2.838285826146602631e-02,4.841432720422744751e-02,5.174750695005059242e-04,2.854415914043784142e-03,2.631155215203762054e-02,1.238276832737028599e-03,1.605654880404472351e-02,1.449372023344039917e-01,9.873351082205772400e-03,3.345208242535591125e-02,2.155358940362930298e-01,6.736553274095058441e-03,2.142160944640636444e-02,2.346802037209272385e-03,8.310930430889129639e-02,6.012709811329841614e-02
8.588664978742599487e-02,4.187057167291641235e-02,8.576395921409130096e-03,4.093746974831447005e-05,6.635923683643341064e-02,7.520661893067881465e-05,3.873020410537719727e-03,5.001332028768956661e-04,9.497596183791756630e-04,4.513428080826997757e-03,5.463879089802503586e-03,3.672823775559663773e-03,1.125995814800262451e-02,1.454369351267814636e-02,5.905715748667716980e-03,5.323397926986217499e-04,5.219281592871993780e-05,6.686388254165649414e-01,7.728525251150131226e-02
4.945128411054611206e-02,5.542941507883369923e-04,2.631870156619697809e-04,1.858066127624624642e-07,1.858666219050064683e-04,1.859582653196412139e-06,8.722499478608369827e-05,4.757574788527563214e-05,7.275976531673222780e-05,5.636639252770692110e-05,1.914005115395411849e-04,1.470586867071688175e-04,2.730343258008360863e-04,6.680849764961749315e-05,4.037938197143375874e-04,6.996197043918073177e-05,6.760325987897886080e-08,9.281671643257141113e-01,1.996017061173915863e-02
6.200721953064203262e-03,2.256662128274911083e-06,4.551052916212938726e-05,3.619647372943290975e-07,1.236715706909308210e-05,2.322029513113221810e-10,8.467427505820523947e-06,8.170419363295877702e-08,4.375634489406365901e-06,2.956932348752161488e-06,8.528437319910153747e-06,2.657512377481907606e-04,8.440431429335149005e-07,1.366053894162178040e-02,1.201923822691242094e-07,1.073938378226557688e-07,2.650713668117532507e-06,9.795491099357604980e-01,2.352286683162674308e-04
1.322656869888305664e-01,9.648436680436134338e-03,7.940281648188829422e-04,1.077561080455780029e-02,3.788749873638153076e-01,5.175726528250379488e-06,3.899724397342652082e-04,7.872338406741619110e-03,4.583050383644149406e-07,1.763960230164229870e-03,4.523350000381469727e-01,6.340392865240573883e-04,6.894873877172358334e-06,3.713685728143900633e-04,1.753579475916922092e-03,2.781610237434506416e-04,8.326908573508262634e-04,6.131460540927946568e-04,7.846158114261925220e-04
9.859971702098846436e-02,4.425331652164459229e-01,5.717736785300076008e-04,3.572873174562118948e-05,3.988492244388908148e-04,3.650855069281533360e-05,5.528412014245986938e-02,2.302764041814953089e-04,4.557899046631064266e-06,7.599901407957077026e-02,1.629823673283681273e-04,1.158310696482658386e-01,2.608576789498329163e-02,1.562040150165557861e-01,1.821425212256144732e-05,7.971161721798125654e-06,3.203672822564840317e-04,2.747752144932746887e-02,1.984495320357382298e-04
7.152595520019531250e-01,1.599104143679141998e-05,3.185683112860715482e-07,4.184826707387401257e-07,1.494151661063369829e-06,1.304956902085929737e-12,8.075897284243183094e-08,1.458341625237835615e-08,6.990068940337934578e-11,2.792020303843401052e-08,7.061989748535779654e-08,1.910118953674100339e-05,2.675729774637147784e-06,4.465341407922096550e-05,4.214162796500886543e-09,4.275357241567689925e-07,1.305393482198269339e-07,2.846541702747344971e-01,7.668536454730201513e-07
